RefSeq_ID	Gene_Symbol	Chromosome	Start	End	Expression Breadth	RPKM	Housekeeping?	
NM_001135219	PIP5KL1	chr9	130683808	130693076	26	0.516458	No	
NM_001083590	TMEM214	chr2	27255774	27264565	31	40.5476	Yes	
NR_047510	N6AMT1	chr21	30244513	30257695	29	11.0018	No	
NM_001007075	KLHL5	chr4	39046451	39127853	31	36.1964	Yes	
NR_036443	HERC2P9	chr15	28899588	28930410	30	1.34961	Yes	
NM_181558	RFC3	chr13	34392206	34540695	31	3.06526	Yes	
NM_001168724	TMEM135	chr11	86748886	87039876	31	1.67528	Yes	
NM_001114617	MGAT1	chr5	180217541	180237137	31	67.625	Yes	
NM_173551	ANKS6	chr9	101494291	101558794	30	3.19919	Yes	
NM_001002915	IGFL2	chr19	46651039	46664561	15	0.567077	No	
NM_004163	RAB27B	chr18	52495708	52562747	27	0.204184	No	
NM_024847	TMC7	chr16	18995256	19075262	27	0.275772	No	
NM_014018	MRPS28	chr8	80831095	80942506	30	22.079	Yes	
NM_014463	LSM3	chr3	14220228	14239869	31	38.64	Yes	
NM_033395	KIAA1731	chr11	93394816	93463522	31	2.62658	Yes	
NR_045116	C5orf56	chr5	131746465	131811736	28	3.0798	Yes	
NM_002245	KCNK1	chr1	233749750	233808258	26	1.41874	No	
NM_006224	PITPNA	chr17	1421283	1466110	31	20.1283	Yes	
NM_012320	PLA2G15	chr16	68279247	68294961	30	9.36886	Yes	
NM_194451	LIAS	chr4	39460665	39479271	30	2.58094	Yes	
NM_031464	RPS6KL1	chr14	75370657	75389145	28	0.0927167	No	
NM_022826	MARCH7	chr2	160569010	160625084	31	24.0306	Yes	
NM_001005415	MARCH2	chr19	8478187	8503899	31	13.493	Yes	
NM_138340	ABHD3	chr18	19230858	19284766	31	1.49273	Yes	
NM_001024372	BAALC	chr8	104152921	104242533	30	0.186741	Yes	
NM_001267721	NOXO1	chr16	2028918	2031550	26	0.654438	No	
NM_001004452	OR1J4	chr9	125281420	125282361	7	0.627022	No	
NM_015946	PELO	chr5	52083774	52098452	31	17.291	Yes	
NM_001197051	ZFP91	chr11	58346587	58389023	31	22.0994	Yes	
NM_058004	PI4KA	chr22	21061979	21213100	31	9.6465	Yes	
NM_032875	FBXL20	chr17	37408897	37557909	31	2.47812	Yes	
NM_001252226	PLK2	chr5	57749810	57755966	30	14.3184	Yes	
NM_007361	NID2	chr14	52471520	52535946	30	49.5052	Yes	
NM_003776	MRPL40	chr22	19420036	19423596	31	36.1262	Yes	
NM_080608	SPATA25	chr20	44515130	44516238	25	0.449261	No	
NM_000697	ALOX12	chr17	6899384	6914055	29	0.859327	Yes	
NM_001198956	DCAF6	chr1	167905797	168045083	31	36.4849	Yes	
NM_001271928	KIF27	chr9	86451615	86536380	30	0.772351	Yes	
NM_001080450	BEND3	chr6	107386385	107435636	31	0.358387	Yes	
NM_007068	DMC1	chr22	38914954	38966189	26	0.112045	No	
NM_001042680	MFSD12	chr19	3538263	3557571	31	12.8317	Yes	
NM_017412	FZD3	chr8	28351722	28431785	31	0.102547	Yes	
NR_037651	HSPB2-C11orf52	chr11	111783460	111797595	24	3.67088e-06	No	
NM_178123	SESTD1	chr2	179966419	180129350	30	2.9814	Yes	
NM_001025107	ADAR	chr1	154554534	154600456	31	52.3209	Yes	
NM_005013	NUCB2	chr11	17298286	17353070	30	85.6146	Yes	
NM_198147	ABHD15	chr17	27887689	27894042	31	3.67144	Yes	
NM_001200047	NMNAT3	chr3	139279023	139396885	29	0.28994	Yes	
NM_000229	LCAT	chr16	67973787	67978015	30	7.94827	Yes	
NM_004186	SEMA3F	chr3	50192848	50226508	29	2.02592	No	
NM_007276	CBX3	chr7	26240831	26253227	31	68.9834	Yes	
NM_001135650	EEF1E1	chr6	8073593	8102828	30	9.60363	Yes	
NM_005955	MTF1	chr1	38275239	38325292	31	3.15728	Yes	
NM_018000	MREG	chr2	216807314	216878346	31	1.15341	Yes	
NR_046251	FGD5-AS1	chr3	14984286	14989948	31	34.0746	Yes	
NM_000100	CSTB	chr21	45193546	45196256	30	73.2466	Yes	
NM_004907	IER2	chr19	13261282	13265718	31	20.4744	Yes	
NR_037507	MIR3942	chr15	35664457	35664565	3	86.8866	No	
NM_006172	NPPA	chr1	11905767	11907840	20	0.355955	No	
NM_014698	TMEM63A	chr1	226033233	226070420	31	7.95026	Yes	
NM_000097	CPOX	chr3	98298290	98312455	31	9.32885	Yes	
NM_004710	SYNGR2	chr17	76164671	76169009	31	29.8145	Yes	
NM_020697	KCNS2	chr8	99439250	99443023	23	0.234342	No	
NM_016315	GULP1	chr2	189156396	189460652	28	12.1042	No	
NM_001040441	ZBTB8A	chr1	33004772	33071542	30	1.68768	Yes	
NM_024940	DOCK5	chr8	25042287	25270619	31	7.17636	Yes	
NM_016113	TRPV2	chr17	16318856	16340317	30	1.68821	Yes	
NM_022117	TSPYL2	chrX	53111542	53117728	30	9.17031	Yes	
NM_001190981	IL6ST	chr5	55230925	55290821	31	92.0689	Yes	
NM_003310	TSSC1	chr2	3192741	3381653	31	8.08357	Yes	
NM_003652	CPZ	chr4	8594387	8621488	23	35.9759	No	
NM_198182	GRHL1	chr2	10091792	10142412	30	0.612281	Yes	
NM_033196	ZNF682	chr19	20115227	20150277	29	0.156329	Yes	
NM_032353	VPS25	chr17	40925454	40931617	31	34.306	Yes	
NM_003196	TCEA3	chr1	23707555	23751261	28	13.2261	No	
NM_001136541	APOL1	chr22	36649117	36663577	30	0.710549	Yes	
NM_000781	CYP11A1	chr15	74630103	74660081	23	0.257082	No	
NM_006860	IFT27	chr22	37154246	37172177	30	8.30033	Yes	
NM_016021	UBE2J1	chr6	90036344	90062619	31	28.2928	Yes	
NM_001122964	SMEK2	chr2	55775514	55844796	31	17.1402	Yes	
NM_004055	CAPN5	chr11	76777992	76837198	29	5.25097	Yes	
NM_006580	CLDN16	chr3	190105661	190129932	18	0.0753907	No	
NR_038262	MIR210HG	chr11	565657	568457	28	6.5036	No	
NM_016060	MED31	chr17	6546633	6554954	30	5.73652	Yes	
NM_001166345	MDFIC	chr7	114562209	114659970	31	11.5959	Yes	
NM_021930	RINT1	chr7	105172532	105208124	31	6.59399	Yes	
NM_024653	PRKRIP1	chr7	102036804	102067129	31	6.7293	Yes	
NM_006657	FTCD	chr21	47556176	47575481	21	0.13829	No	
NM_021931	DHX35	chr20	37590981	37668366	30	4.35025	Yes	
NM_001007069	SDCBP	chr8	59465728	59495419	31	66.5179	Yes	
NM_001040097	MOSPD3	chr7	100209725	100213000	31	8.53401	Yes	
NM_032025	EIF2A	chr3	150264574	150303803	31	24.4281	Yes	
NM_001376	DYNC1H1	chr14	102430865	102517135	31	35.338	Yes	
NM_016422	RNF141	chr11	10533225	10562774	31	15.6237	Yes	
NM_153373	AGXT2L2	chr5	177635540	177659803	30	7.67408	Yes	
NM_138782	FCHO2	chr5	72251808	72386349	31	6.345	Yes	
NM_014746	RNF144A	chr2	7057523	7184309	29	0.0418021	Yes	
NM_015641	TES	chr7	115850547	115898837	31	42.6608	Yes	
NM_004450	ERH	chr14	69846840	69865021	31	98.4389	Yes	
NM_022453	RNF25	chr2	219528587	219536781	31	12.9582	Yes	
NM_206893	MS4A10	chr11	60552821	60568778	4	0.110599	No	
NM_001008701	LPHN1	chr19	14258549	14316997	30	1.57521	No	
NM_014661	FAM53B	chr10	126307863	126432930	31	2.71665	Yes	
NM_152723	CCDC89	chr11	85394893	85397320	24	0.104035	No	
NM_020921	NIN	chr14	51186481	51297839	31	5.43098	Yes	
NM_205767	C19orf70	chr19	5678433	5680911	29	26.2619	Yes	
NM_004235	KLF4	chr9	110247133	110252047	30	6.78268	Yes	
NM_001040455	SIDT2	chr11	117049939	117068161	31	14.5738	Yes	
NR_033998	LOC729970	chr1	95393584	95428826	27	1.5466	No	
NM_001197259	ORC3	chr6	88299785	88377172	31	13.4734	Yes	
NM_001033047	NPNT	chr4	106816597	106892828	25	0.0537929	No	
NM_025224	ZBTB46	chr20	62375021	62436856	30	0.276048	Yes	
NM_001174089	SLC4A11	chr20	3208063	3219887	30	0.800573	Yes	
NM_006948	HSPA13	chr21	15743437	15755509	31	26.7347	Yes	
NR_024248	LOC650368	chr11	3402191	3430378	21	2.18105	No	
NM_001145264	LAMTOR2	chr1	156024517	156028301	31	36.8639	Yes	
NM_001251845	TRPC1	chr3	142443266	142526729	28	4.79036	No	
NM_194285	SPTY2D1	chr11	18627948	18656020	31	7.99142	Yes	
NM_018112	TMEM38B	chr9	108456806	108538892	31	1.38589	Yes	
NM_005194	CEBPB	chr20	48807120	48809227	31	33.1749	Yes	
NM_001146156	GSK3B	chr3	119540802	119813264	31	18.2407	Yes	
NM_002949	MRPL12	chr17	79670400	79674556	31	24.5351	Yes	
NM_000503	EYA1	chr8	72109668	72274467	24	0.189442	No	
NM_139248	LIPH	chr3	185225570	185270369	26	0.101927	No	
NM_033185	KRTAP3-3	chr17	39149682	39150385	1	0.462738	No	
NM_001104595	FAM118A	chr22	45705081	45737836	31	4.95374	Yes	
NM_152367	MAB21L3	chr1	116654376	116677861	23	0.0764873	No	
NM_001113226	NTNG1	chr1	107682629	108024475	24	1.01777	No	
NM_015324	RRP8	chr11	6621144	6624880	31	7.02944	Yes	
NM_024684	AAMDC	chr11	77532208	77583398	30	23.1365	Yes	
NM_138446	MALSU1	chr7	23338940	23349180	31	29.3936	Yes	
NM_001199573	TRIM22	chr11	5710817	5732093	30	37.988	Yes	
NM_001114748	TMEM240	chr1	1470158	1475740	23	2.78761	No	
NM_001203264	IL17RC	chr3	9958758	9975305	30	11.6578	Yes	
NM_004768	SRSF11	chr1	70671365	70717701	31	62.2015	Yes	
NM_014015	DEXI	chr16	11022748	11036257	31	15.1632	Yes	
NM_002800	PSMB9	chr6	32821938	32827628	31	0.548274	Yes	
NM_003384	VRK1	chr14	97263684	97347951	30	3.70444	Yes	
NM_022126	LHPP	chr10	126150341	126302710	30	9.82775	Yes	
NR_026950	LOC283922	chr16	74366304	74402153	30	0.3285	Yes	
NM_001243963	LRCH2	chrX	114345183	114468635	26	4.75394	No	
NR_027633	BRD9	chr5	863850	892939	31	9.53107	Yes	
NM_001166269	HAUS4	chr14	23415437	23426351	30	12.9344	Yes	
NM_001718	BMP6	chr6	7727011	7881961	29	0.398783	Yes	
NM_020645	NRIP3	chr11	9002123	9025596	28	2.69562	No	
NM_182981	OSGIN1	chr16	83986827	83999937	30	0.799678	Yes	
NM_014008	CCDC22	chrX	49091927	49106987	29	4.70405	Yes	
NM_138330	ZNF675	chr19	23835708	23870017	31	1.61558	Yes	
NM_138496	CYHR1	chr8	145675315	145691031	31	17.2766	Yes	
NM_001037335	HELZ2	chr20	62189439	62205592	30	5.19567	Yes	
NM_001099640	TMEM100	chr17	53796988	53809482	23	0.149176	No	
NR_038386	LOC728537	chr2	98286206	98319529	27	0.794412	No	
NM_018283	NUDT15	chr13	48611703	48621282	31	5.09073	Yes	
NR_045666	ACSF3	chr16	89160217	89222171	31	3.41037	Yes	
NM_003766	BECN1	chr17	40962150	40976310	30	30.3089	Yes	
NM_001001410	TSR3	chr16	1399241	1401873	30	35.8627	Yes	
NM_020702	KIAA1161	chr9	34368907	34376894	31	0.289363	Yes	
NM_001161347	CHFR	chr12	133416938	133464204	31	9.33931	Yes	
NM_016038	SBDS	chr7	66452690	66460588	31	82.4091	Yes	
NM_146388	MRPL4	chr19	10362640	10370736	31	18.6796	Yes	
NM_020158	EXOSC5	chr19	41892276	41903256	30	10.5569	Yes	
NM_007047	BTN3A2	chr6	26365398	26378548	31	4.76088	Yes	
NM_201277	CNN2	chr19	1026298	1039064	31	143.761	Yes	
NR_024607	MGC16121	chrX	133677407	133680660	20	13.914	No	
NM_022719	DGCR14	chr22	19117792	19132190	31	2.36689	Yes	
NM_005608	PTPRCAP	chr11	67202981	67205153	28	0.987358	No	
NM_015032	PDS5B	chr13	33160564	33352158	31	5.61466	Yes	
NM_207305	FOXD4	chr9	116231	118417	21	0.116679	No	
NR_038849	LOC100505633	chr1	159931014	159948876	19	27.2494	No	
NM_001184743	PGBD1	chr6	28249314	28270326	30	1.98706	Yes	
NM_001206901	TAX1BP1	chr7	27778992	27869386	31	84.1565	Yes	
NR_015439	LOC550112	chr4	68566996	68588222	31	4.99128	Yes	
NM_001206540	CAPZB	chr1	19665267	19812066	30	152.062	Yes	
NM_203500	KEAP1	chr19	10596796	10614054	31	20.9708	Yes	
NM_001161354	PLEKHA4	chr19	49340354	49371884	31	3.53611	Yes	
NM_001017415	USP1	chr1	62901975	62917475	31	9.80134	Yes	
NM_144677	MGAT5B	chr17	74864798	74946471	26	0.120006	No	
NM_018440	PAG1	chr8	81880046	82024303	29	0.439083	Yes	
NM_001042702	DFNB59	chr2	179316163	179326110	27	2.62924	No	
NM_001040274	SYCP2L	chr6	10887064	10974541	28	0.0791023	No	
NM_004442	EPHB2	chr1	23037331	23241823	29	0.992508	No	
NM_001560	IL13RA1	chrX	117861559	117928496	31	41.4429	Yes	
NM_005773	ZNF256	chr19	58452201	58459077	30	2.76818	Yes	
NM_007039	PTPN21	chr14	88932122	89021123	28	10.0849	Yes	
NM_006400	DCTN2	chr12	57923833	57941114	31	64.8305	Yes	
NM_001098577	RPL31	chr2	101618691	101636155	31	1294.77	Yes	
NM_001272054	MRFAP1	chr4	6641818	6644470	31	138.967	Yes	
NR_024187	SUZ12P1	chr17	29036626	29097068	30	3.9739	Yes	
NM_030789	HM13	chr20	30102241	30157370	31	103.604	Yes	
NM_001199691	TMEM56-RWDD3	chr1	95583479	95710509	30	0.562322	Yes	
NM_001990	EYA3	chr1	28296855	28415148	31	4.21259	Yes	
NM_014640	TTLL4	chr2	219575568	219620138	31	2.02791	Yes	
NM_153259	MCOLN2	chr1	85391266	85462796	26	0.244409	No	
NM_021064	HIST1H2AG	chr6	27100817	27101314	22	1.57391	No	
NR_024047	WNT2	chr7	116916686	116963343	17	7.27977	No	
NM_025113	KIAA0226L	chr13	46916137	46961635	25	0.122647	No	
NM_015336	ZDHHC17	chr12	77157854	77247474	31	16.1613	Yes	
NM_015056	RRP1B	chr21	45079432	45115960	31	6.20726	Yes	
NR_048567	PPP1R1C	chr2	182818968	182996109	20	0.529434	No	
NM_025129	FUZ	chr19	50310124	50316567	31	6.90669	Yes	
NM_006630	ZNF234	chr19	44645710	44664462	31	2.27156	Yes	
NM_001256053	ANKRD26	chr10	27293045	27389427	30	3.13335	Yes	
NM_001432	EREG	chr4	75230860	75254477	26	0.941397	No	
NM_001356	DDX3X	chrX	41192651	41209524	31	58.351	Yes	
NM_016089	ZNF589	chr3	48282596	48312479	31	2.48947	Yes	
NM_002194	INPP1	chr2	191208196	191236391	31	8.03115	Yes	
NM_001201556	ZNF821	chr16	71893583	71918093	30	2.31889	Yes	
NM_005023	PGGT1B	chr5	114546527	114598569	31	4.40188	Yes	
NM_025112	ZXDC	chr3	126156444	126194762	31	4.57591	Yes	
NR_033848	LOC283038	chr10	127371812	127398246	23	0.0785651	No	
NR_038109	SNHG16	chr17	74553846	74561430	31	8.85106	Yes	
NM_018425	PI4K2A	chr10	99400443	99436187	31	13.2513	Yes	
NR_033953	P2RX7	chr12	121570622	121624354	30	0.342369	Yes	
NM_013253	DKK3	chr11	11984543	12030917	26	318.882	No	
NM_001323	CST6	chr11	65779462	65780976	22	1.71384	No	
NR_038327	TEKT4P2	chr21	9907189	9968593	29	0.988755	Yes	
NM_133502	ZNF274	chr19	58694396	58724927	31	6.24684	Yes	
NM_003685	KHSRP	chr19	6413119	6424822	31	22.9399	Yes	
NM_001142703	FAM111B	chr11	58874658	58894888	25	0.896002	No	
NM_144607	CYB5D1	chr17	7761064	7765600	31	4.76858	Yes	
NM_080863	ASB16	chr17	42248074	42256451	28	0.597865	No	
NM_001003800	BICD2	chr9	95473645	95527083	31	11.0948	Yes	
NM_001257396	UBE2V1	chr20	48697661	48732496	31	64.6298	Yes	
NM_003249	THOP1	chr19	2785506	2813599	31	6.80511	Yes	
NR_002944	HNRNPA1P10	chr12	54674533	54678663	31	49.8351	Yes	
NM_004523	KIF11	chr10	94352825	94415152	31	2.18367	Yes	
NR_026580	TFDP1	chr13	114239003	114295788	31	37.3251	Yes	
NM_014676	PUM1	chr1	31404353	31538564	31	19.887	Yes	
NM_015545	PTCD1	chr7	99014362	99036462	31	3.97146	Yes	
NM_001256798	C20orf112	chr20	31030862	31172875	31	4.4434	Yes	
NM_007188	ABCB8	chr7	150725510	150744869	31	3.20277	Yes	
NM_015949	GET4	chr7	916191	936071	31	8.8423	Yes	
NM_006486	FBLN1	chr22	45898719	45997014	27	711.295	No	
NM_153329	ALDH16A1	chr19	49956473	49974305	31	3.10945	Yes	
NM_013235	DROSHA	chr5	31400602	31532282	31	9.49446	Yes	
NM_152622	MIER3	chr5	56215429	56247954	31	5.51002	Yes	
NM_003078	SMARCD3	chr7	150936059	150974231	30	16.9107	Yes	
NM_006476	ATP5L	chr11	118272104	118280562	31	59.7814	Yes	
NM_018133	MSL2	chr3	135867760	135914688	31	3.91464	Yes	
NM_030949	PPP1R14C	chr6	150464188	150571528	28	0.6917	No	
NR_047701	COA1	chr7	43670751	43769140	31	19.847	Yes	
NM_004477	FRG1	chr4	190861974	190884359	30	18.7524	Yes	
NM_182705	FAM101B	chr17	289771	295731	29	39.759	Yes	
NM_003487	TAF15	chr17	34136459	34174246	31	42.3855	Yes	
NM_001203245	RPS10	chr6	34385231	34393902	31	445.009	Yes	
NM_001171976	CDHR2	chr5	175969512	176022769	24	0.0591285	No	
NM_003059	SLC22A4	chr5	131630145	131679899	30	6.2848	Yes	
NM_000550	TYRP1	chr9	12693386	12710266	21	0.0865921	No	
NM_133374	ZNF618	chr9	116638562	116818875	30	3.55801	Yes	
NM_130786	A1BG	chr19	58858172	58864865	28	4.44379	Yes	
NM_201280	BLOC1S5	chr6	8013800	8064647	30	2.39898	Yes	
NM_001270380	XRRA1	chr11	74551955	74660232	30	2.84552	Yes	
NR_023311	ZNF137P	chr19	53099937	53103405	29	0.507399	No	
NM_005178	BCL3	chr19	45251978	45263301	30	7.38722	Yes	
NM_031892	SH3KBP1	chrX	19552083	19905744	30	15.1898	Yes	
NM_005309	GPT	chr8	145729465	145732555	26	0.275117	No	
NM_001185022	CLDN7	chr17	7163222	7166512	28	0.933946	No	
NM_001008397	GPX8	chr5	54455984	54463129	26	83.454	No	
NM_001267041	ARMC8	chr3	137906115	138017228	31	8.58837	Yes	
NM_012424	RPS6KC1	chr1	213224588	213446808	31	8.25709	Yes	
NM_182976	ZNF326	chr1	90460678	90494094	31	13.0346	Yes	
NM_203315	BDH1	chr3	197236654	197300194	30	0.148029	Yes	
NM_014918	CHSY1	chr15	101715928	101792137	31	10.8607	Yes	
NM_018904	PCDHA13	chr5	140261854	140391929	27	1.87586e-54	No	
NM_005509	DMXL1	chr5	118407084	118584822	31	5.73744	Yes	
NM_001206612	CHTOP	chr1	153606458	153618782	31	18.2878	Yes	
NM_000282	PCCA	chr13	100741269	101182691	30	4.66426	Yes	
NM_003416	ZNF7	chr8	146052903	146068606	31	6.78184	Yes	
NM_020199	C5orf15	chr5	133291198	133304406	31	37.7639	Yes	
NM_001144903	TM6SF1	chr15	83776324	83806111	29	2.30695	Yes	
NM_175624	RAB3IP	chr12	70132631	70216984	31	0.278369	Yes	
NM_020931	KIAA1586	chr6	56911384	56920023	31	4.21149	Yes	
NR_002448	SNORD36A	chr9	136217311	136217382	12	3478.12	No	
NR_038378	LOC441242	chr7	65111924	65235797	24	0.131687	No	
NM_001145862	MTMR11	chr1	149900543	149908791	30	4.25008	Yes	
NM_001083613	TMEM219	chr16	29973351	29984373	31	54.2429	Yes	
NR_024157	DGCR11	chr22	19033675	19035888	30	0.805779	Yes	
NM_001105079	FBRS	chr16	30675778	30682131	31	12.8689	Yes	
NM_152318	C12orf45	chr12	105380098	105388505	31	5.53512	Yes	
NM_017714	TASP1	chr20	13370036	13619583	30	2.69415	Yes	
NM_001142550	WDR47	chr1	109512838	109584850	30	5.91539	Yes	
NM_001102664	EPN2	chr17	19140690	19240028	31	9.70121	Yes	
NM_001273	CHD4	chr12	6679248	6716551	31	33.3109	Yes	
NR_045034	APH1A	chr1	150237799	150241609	31	54.148	Yes	
NM_199294	APITD1	chr1	10490159	10502872	31	4.99698	Yes	
NM_001258332	GALT	chr9	34646586	34650595	31	9.43985	Yes	
NM_020961	METTL14	chr4	119606574	119632077	31	8.63244	Yes	
NM_014807	C2CD2L	chr11	118978093	118987827	31	2.06321	Yes	
NR_002330	ST7-AS1	chr7	116592501	116594388	29	0.549581	Yes	
NM_003259	ICAM5	chr19	10400655	10407454	27	8.68273	No	
NM_001177963	MNAT1	chr14	61201459	61435398	31	15.6996	Yes	
NM_003714	STC2	chr5	172741726	172756506	25	146.956	No	
NM_030626	LRRC27	chr10	134145614	134195010	30	3.86295	Yes	
NM_033020	TRIM33	chr1	114935399	115053781	31	4.67675	Yes	
NM_002295	RPSA	chr3	39448204	39454032	31	381.936	Yes	
NM_001204527	SSR4	chrX	153059630	153063967	31	185.998	Yes	
NM_021224	ZNF462	chr9	109625378	109773796	27	1.02948	No	
NM_017867	C4orf27	chr4	170650619	170679093	30	16.004	Yes	
NM_006291	TNFAIP2	chr14	103592664	103603776	30	11.2453	Yes	
NM_001261394	NOL10	chr2	10710892	10830113	31	8.56942	Yes	
NM_001164479	C5orf63	chr5	126378250	126409184	28	2.26066	Yes	
NM_001135697	SGCA	chr17	48243366	48253293	24	0.269978	No	
NM_001077621	VPS37D	chr7	73082174	73086440	27	1.98178	No	
NM_139015	SPPL3	chr12	121200313	121342155	31	11.1413	Yes	
NM_002075	GNB3	chr12	6949375	6956557	27	0.942184	No	
NM_006694	JTB	chr1	153946745	153950451	30	73.634	Yes	
NM_014767	SPOCK2	chr10	73818792	73848790	30	0.0902905	No	
NM_021954	GJA3	chr13	20712395	20735183	23	0.0462657	No	
NM_001290	LDB2	chr4	16503165	16900424	27	6.7478	No	
NM_014276	RBPJL	chr20	43935491	43946464	8	0.101169	No	
NM_024599	RHBDF2	chr17	74466975	74497509	31	2.67388	Yes	
NM_005998	CCT3	chr1	156278752	156308206	31	90.9445	Yes	
NM_198446	C1orf122	chr1	38273473	38275126	30	29.9772	Yes	
NR_027412	LOC100130581	chr17	41447213	41466266	29	0.738429	Yes	
NR_029423	MAP2K4P1	chrX	72744111	72782921	19	0.0990895	No	
NM_005708	GPC6	chr13	93879078	95060273	28	10.0962	No	
NM_001271852	CEP57L1	chr6	109416356	109485115	31	3.60115	Yes	
NM_024629	MLF1IP	chr4	185615219	185655286	31	1.1835	Yes	
NM_004569	PIGH	chr14	68056023	68067017	30	4.68745	Yes	
NM_002513	NME3	chr16	1820321	1821710	30	21.1376	Yes	
NM_080653	ATP6V1E2	chr2	46738986	46747096	29	0.260703	Yes	
NM_176871	PDLIM2	chr8	22436254	22455538	30	52.8799	Yes	
NR_040116	NSF	chr17	44668035	44834828	31	17.4588	Yes	
NM_001199214	STMN2	chr8	80523049	80578410	22	17.6481	No	
NM_032961	PCDH10	chr4	134070470	134112732	22	24.0376	No	
NR_024502	FMR1-AS1	chrX	146990949	147003676	25	0.21266	No	
NM_001100878	MROH6	chr8	144648363	144654928	31	0.45576	Yes	
NM_032127	FAM160A2	chr11	6232564	6255941	31	5.34975	Yes	
NM_014936	ENPP4	chr6	46097701	46114436	30	1.03384	Yes	
NM_001417	EIF4B	chr12	53400062	53435993	31	73.9987	Yes	
NM_152556	C7orf60	chr7	112459202	112579932	31	7.79914	Yes	
NM_001256865	DNAJC6	chr1	65730377	65881552	30	2.85137	Yes	
NM_001033564	FAM229B	chr6	112408674	112423993	30	5.53347	Yes	
NM_006207	PDGFRL	chr8	17433942	17500642	27	2.31237	No	
NR_046035	CXCL1	chr4	74735109	74737019	25	11.7484	No	
NR_039790	MIR4647	chr6	44221943	44222022	14	392.14	No	
NM_201453	CBWD3	chr9	70432000	70490177	29	7.38367e-07	No	
NM_019112	ABCA7	chr19	1040102	1065570	31	0.874564	Yes	
NM_001076785	SLC7A6	chr16	68298419	68335726	31	11.1389	Yes	
NM_000447	PSEN2	chr1	227058273	227083804	30	4.97222	Yes	
NM_001003819	TRIM6-TRIM34	chr11	5617865	5665625	29	3.47451e-07	No	
NM_001136180	HSBP1L1	chr18	77724582	77730822	29	17.3739	No	
NM_173647	RNF149	chr2	101892063	101925178	31	16.156	Yes	
NM_018294	CWF19L1	chr10	101992055	102027437	31	6.47733	Yes	
NM_007260	LYPLA2	chr1	24117646	24122029	31	14.0127	Yes	
NM_145298	APOBEC3F	chr22	39436673	39451975	31	2.10081	Yes	
NM_023073	C5orf42	chr5	37106330	37249530	30	4.65065	Yes	
NM_032290	ANKRD32	chr5	93954391	94031573	31	1.28221	Yes	
NM_001174095	ZEB1	chr10	31608101	31818742	29	13.998	No	
NM_003039	SLC2A5	chr1	9097005	9129887	26	0.859243	No	
NM_024544	MUL1	chr1	20825941	20834674	31	16.1161	Yes	
NM_001204144	HDAC9	chr7	18126572	19036992	31	4.36885	Yes	
NM_015120	ALMS1	chr2	73612886	73837046	31	1.89204	Yes	
NR_026592	BMS1P4	chr10	75458909	75490272	30	1.84466	Yes	
NM_001164468	TMED7-TICAM2	chr5	114914339	114961876	31	5.03967	Yes	
NM_000661	RPL9	chr4	39455745	39460568	30	613.61	Yes	
NM_004673	ANGPTL1	chr1	178818670	178840215	25	0.484626	No	
NM_015378	VPS13D	chr1	12290113	12572098	30	5.39187	Yes	
NM_006633	IQGAP2	chr5	75699149	76003957	29	0.0415768	No	
NR_027873	PAXBP1	chr21	34106210	34144169	31	6.36132	Yes	
NM_018362	LIN7C	chr11	27515965	27528326	31	3.23566	Yes	
NM_001080501	TMEM223	chr11	62557787	62559486	31	10.1008	Yes	
NM_018418	SPATA7	chr14	88851988	88904804	30	4.51547	Yes	
NM_181312	TAZ	chrX	153639877	153650063	31	7.47672	Yes	
NR_049753	ZNF211	chr19	58144535	58154147	30	5.11531	Yes	
NR_073475	IKZF5	chr10	124750322	124768366	31	3.33583	Yes	
NM_017661	ZNF280D	chr15	56922374	57025787	31	9.03775	Yes	
NM_001165884	ZNF268	chr12	133757995	133783697	31	4.08786	Yes	
NM_207401	C1orf229	chr1	247273462	247275719	24	0.337936	No	
NM_001164465	GOLGA6L10	chr15	83009407	83018198	25	0.0695653	No	
NM_024325	ZNF343	chr20	2462467	2489778	31	3.44629	Yes	
NM_001184788	PARD3	chr10	34398488	35104253	29	9.93968	Yes	
NM_001199619	NCOA7	chr6	126102307	126253176	31	9.73763	Yes	
NM_013355	PKN3	chr9	131464802	131483199	29	0.875036	Yes	
NM_018225	SMU1	chr9	33041850	33076714	31	7.2903	Yes	
NM_004813	PEX16	chr11	45931220	45939674	31	4.61672	Yes	
NM_180989	GPR180	chr13	95254104	95286899	31	3.73573	Yes	
NM_005523	HOXA11	chr7	27220776	27224835	20	26.3591	No	
NM_001242	CD27	chr12	6554051	6560884	27	2.07323	No	
NM_001206665	IGSF8	chr1	160061129	160068618	31	14.5911	Yes	
NM_153812	PHF13	chr1	6673756	6684093	31	12.0827	Yes	
NM_006428	MRPL28	chr16	417384	420569	31	37.5732	Yes	
